source_row_number,field_name,issue_code,raw_value,detail
1074,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1074,School,school_missing,,School is blank in the source export
1086,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1086,School,school_missing,,School is blank in the source export
1088,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1088,School,school_missing,,School is blank in the source export
1088,School,school_missing_undergraduate,,School is blank for an undergraduate application
1092,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1092,School,school_missing,,School is blank in the source export
1097,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1098,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
1101,Loans,large_monetary_value_review,"Reason: housing
Source: central bank of lebanon
Mortgaged Asset: appartment
Start Date: 2012-11-07
End Date: 2036-11-01
Total Amount: 327,984,000 LBP
Monthly Payment: 976,759 LBP
Remaining Balance: 110,429,625 LBP
Remaining Years: 11

Reason: credit card
Source: central bank of lebanon
Mortgaged Asset: none
Start Date: 2008-07-04
End Date: 2036-12-31
Total Amount: 105000000 LBP
Monthly Payment: 73000 LBP
Remaining Balance: 105000000 LBP
Remaining Years: 11 YEARS",loans_total_amount=432984000.0; currency_signal=lbp; currency_guess=lbp
1101,Loans,large_monetary_value_review,"Reason: housing
Source: central bank of lebanon
Mortgaged Asset: appartment
Start Date: 2012-11-07
End Date: 2036-11-01
Total Amount: 327,984,000 LBP
Monthly Payment: 976,759 LBP
Remaining Balance: 110,429,625 LBP
Remaining Years: 11

Reason: credit card
Source: central bank of lebanon
Mortgaged Asset: none
Start Date: 2008-07-04
End Date: 2036-12-31
Total Amount: 105000000 LBP
Monthly Payment: 73000 LBP
Remaining Balance: 105000000 LBP
Remaining Years: 11 YEARS",loans_total_remaining_balance=215429625.0; currency_signal=lbp; currency_guess=lbp
1102,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1105,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1105,School,school_missing,,School is blank in the source export
1109,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'awarded_donor_funded_scholarship'
1113,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1113,School,school_missing,,School is blank in the source export
1124,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1130,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1133,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1134,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1135,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1135,School,school_missing,,School is blank in the source export
1142,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1144,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1148,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1149,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1149,School,school_missing,,School is blank in the source export
1149,School,school_missing_undergraduate,,School is blank for an undergraduate application
1150,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1151,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1151,School,school_missing,,School is blank in the source export
1151,School,school_missing_undergraduate,,School is blank for an undergraduate application
1159,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1160,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1162,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1162,School,school_missing,,School is blank in the source export
1162,School,school_missing_undergraduate,,School is blank for an undergraduate application
1165,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1165,School,school_missing,,School is blank in the source export
1166,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1166,School,school_missing,,School is blank in the source export
1171,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1171,School,school_missing,,School is blank in the source export
1175,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1175,School,school_missing,,School is blank in the source export
1178,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1179,Loans,likely_lbp_without_currency_marker,"Reason: Home loan
Source: Bank
Mortgaged Asset: The home itself
Start Date: 2013-01-01
End Date: 2043-01-01
Total Amount: 270000000
Monthly Payment: 1500000
Remaining Balance: 100000000
Remaining Years: 18",loans_total_amount=270000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1179,Loans,likely_lbp_without_currency_marker,"Reason: Home loan
Source: Bank
Mortgaged Asset: The home itself
Start Date: 2013-01-01
End Date: 2043-01-01
Total Amount: 270000000
Monthly Payment: 1500000
Remaining Balance: 100000000
Remaining Years: 18",loans_total_remaining_balance=100000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1180,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1180,School,school_missing,,School is blank in the source export
1180,School,school_missing_undergraduate,,School is blank for an undergraduate application
1183,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
1186,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1186,School,school_missing,,School is blank in the source export
1187,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1187,School,school_missing,,School is blank in the source export
1206,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1209,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1209,School,school_missing,,School is blank in the source export
1210,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1210,School,school_missing,,School is blank in the source export
1218,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1218,School,school_missing,,School is blank in the source export
1219,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1219,School,school_missing,,School is blank in the source export
1220,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1221,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1226,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
