application_type_raw,application_type_clean,application_track,application_has_early_merit,application_type_inconsistent_flag,remaining_cap_50_rule_pct,level,application_term,nationality,applicant_citizenship,applicant_marital_status,applicant_plan_to_reside,father_status,father_employment_sector,father_position,father_employer_name,father_annual_income_from_work_status,father_work_status_benefits_total,father_self_employed_name,father_gross_income,father_net_income,father_ever_worked,father_unemployment_date,father_second_occupation_flag,father_job_info_clean,father_job_info_category,father_income_document,father_income_document_status,father_income_document_suspicious_flag,mother_status,mother_employment_sector,mother_position,mother_employer_name,mother_annual_income_from_work_status,mother_work_status_benefits_total,mother_self_employed_name,mother_gross_income,mother_net_income,mother_ever_worked,mother_unemployment_date,mother_second_occupation_flag,mother_job_info_clean,mother_job_info_category,mother_income_document,mother_income_document_status,siblings_at_aub_count,siblings_not_at_aub_count,siblings_other_total_tuition,siblings_other_total_financial_assistance,source_of_income_type,source_of_income_work_status,source_of_income_has_record,dependents_count,investments_count,investments_total_annual_profit,financial_assistants_count,financial_assistants_total_est_annual_amount,special_family_circumstances_category,special_family_circumstances_detail,loans_count,loans_total_amount,loans_total_monthly_payment,loans_total_remaining_balance,loans_max_remaining_years,properties_count,property_types,properties_total_area,properties_total_estimated_value,properties_mortgaged_count,properties_rented_income_total,properties_planted_income_total,cars_count,car_models,cars_mortgaged_count,travel_records_clean,travel_records_category,travel_records_missing_flag,certificate_ownership_clean,certificate_ownership_status,applicant_is_employed,applicant_position,spouse_citizenship,decision,over_and_above_decision,over_and_above_percentage_awarded,has_over_and_above,submission_date,need_pct,need_comment,merit_pct,merit_hist_pct,merit_comment,consent_to_share_information,bin_status,faid_missing_documents,faid_missing_documents_count,school,school_was_missing
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Consultant physician,Dallah Hospital,139000.0,26000.0,,,,,,0,,missing,170100.0,parsed,0,Unemployed,,Registered Nurse,Clémenceau Medical Center,,,,,,Yes,2008-03-31,0,NSSF,nssf,0.0,parsed,1,0,,,not_applicable,,0,2,0,,0,,none,,0,,,,,0,,,,0,,,2,"NISSAN, X TRAIL, 2012; MERCEDES, C 300, 2010",2,"very low for mother and applicant, missing for father",low,1,OC: ZERO,zero_ownership,0,,,denied,,,0,2025-10-11,0.0,Denied as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Grand Lycee Franco Libanais, Achrafieh",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,10.0,Undergraduate,202510,Lebanon,Lebanon,Single,With Relatives,Employed,Private Sector,Sales Representative,General Paint,1600.0,,,,,,,0,Sales representative,other,1655.0,parsed,0,Employed,Private Sector,Head of Department,Antonine International School,,533.0,,,,,,0,Head of department at antonine international school,other,2200.0,parsed,0,1,1950.0,0.0,not_applicable,,0,2,0,,0,,none,,0,,,,,1,land,441.0,150.0,0,,,2,"Renault Clio, 2005; Renault Duster, 2016",0,low,low,0,1 apt in kerwen,reported_ownership,0,,,awarded,no_o_a,,0,2023-11-11,30.0,Awarded 30% as per Committee Decision FA Fall 2024-25,40.0,,Awarded 40% Early Admissions MERIT scholarship for FA Fall 2024-25,yes,awarded,,0,"Antonine International School (AIS), Ajaltoun",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Director at Branch Network Management,Bank Audi sal,45000.0,,,,,,,0,Director at BNM in Bank Audi,other,44750.0,parsed,0,Self-Employed,,,,,,VisionCare,45000.0,13000.0,,,0,owner of an optic shop,other,45000.0,parsed,0,0,,,not_applicable,,0,1,0,,0,,none,,0,,,,,5,apartment; business premises; house; land,5662.0,525000.0,0,,,2,"Toyota, Rav4, 2007; Peugeot, 407, 2007",0,low for all,low,0,fcsr,fcsr,0,,,denied,,,0,2025-11-15,0.0,Denied as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,Certificate of Ownership نفي ملكية,1,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Employed,Armed Forces,,Customs Administration,12000.0,,,,,,,0,,missing,5015.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,sickness,my mom have auotoimune disease and she travels for medication once a year.,0,,,,,1,apartment,220.0,200000.0,0,,,2,"range rover, HSE sport, 2008; Honda CRV, CRV, 2016",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2024-07-23,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,steward,middle east airlines,7000.0,5000.0,,,,,,0,,missing,,missing,0,Unemployed,,fashion designer,coup de foudre,,,,,,Yes,2019-10-17,0,NSSF,nssf,0.0,parsed,0,1,13500.0,2700.0,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,135.0,200000.0,0,,,2,"chevrolet, spark, 2014; gmc, envoy, 2002",0,missing,other,1,missing,missing,0,,,,,,0,2024-10-31,0.0,"Applicant does not have FAID application, AID_NEED added only for AID_MERIT purposes",0.0,30.0,Lost the 30%: Student did not confirm the Early Admission,yes,incomplete,"Form A - Employee Income Statement - Father
Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Vehicle(s) Registration Form",4,"Notre Dames des Apotres, Rawda",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,With Relatives,Employed,Private Sector,Technical Manager,Debbane Freres SAL,3486.0,535.0,,,,,,0,Technical manager at Debnane freres SAL,other,3500.0,parsed,0,Employed,Private Sector,Legal Officer,BSL BANK S.A.L.,,750.0,,,,,,0,Legal officer at BSL Bank SAL,other,8300.0,parsed,0,2,6429.0,0.0,not_applicable,,0,0,0,,0,,none,,1,100000000.0,970094.0,7.0,7.0,2,house; land,4000.0,150000.0,1,,0.0,1,"Kia, Kia Sportage, 2017",0,low for all,low,0,missing,missing,0,,,denied,,,0,2024-12-15,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,Certificate of Ownership نفي ملكية,1,Antonine Sisters School - Mar Elias Ghazir,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Palestine,Palestine,Single,AUB Dorms,Employed,Private Sector,Teacher,"Askalan School UNRWA, Saida",21241.0,,,,,,,0,,missing,22000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,2,0.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,0,,,,0,,,1,"BMW, X5 0.3, 2009",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2024-11-27,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Makassed Islamic High School - Saida, Saida",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202711,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,Aley branch manager,Hyundai,19500.0,6000.0,,,,,,0,,missing,27220.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,4155.0,2000.0,not_applicable,,0,0,0,,0,,none,,0,,,,,10,apartment; land,6385.0,476000.0,0,,,2,"Hyundai, Santafe, 2023; Hyundai, kona, 2023",0,low,low,0,,missing,0,,,awarded,no_o_a,,0,2025-12-10,20.0,"Awarded 20% as per Committee Decision FA Med I: Aug 10, 2026 - Jun 25, 2027",,,,yes,awarded,Certificate of Ownership نفي ملكية,1,Amjad School,0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Edge Trading SARL, Lebanon",27000.0,1900.0,,,0,father owns 50%,other,13500.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,1,1,25600.0,0.0,not_applicable,,0,0,1,15000.0,0,,other,"The business has been experiencing financial difficulties since 2019. It was initially established in September 2017 and was performing well before the onset of the financial crisis. All our savings were invested in inventory, which still remains as assets within the company. The tableware stock we purchased, such as glassware, Gift items and serving trays, remains in good condition and is available for sale, as these items do not have an expiration date.",0,,,,,1,apartment,238.0,240000.0,0,,,1,"Jeep, Cherokee, 2014",0,0-low,low,0,,missing,0,,,denied,,,0,2025-05-23,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,Certificate of Ownership نفي ملكية,1,"College Elysee, Hazmieh",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Senior cashier,AUBMC,18200.0,,,,,,,0,Senior cashier at AUBMC,other,17920.0,parsed,0,Unemployed,,Clerk,Al Madina Insurance and Reinsurance,,,,,,Yes,2003-06-01,0,NSSF,nssf,0.0,parsed,1,1,2500.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; house; land,3310.0,700000.0,0,,,2,"Toyota, Camry, 2002; Hyundai, i10, 2016",0,0,none,0,1 apt in 3ayn mreise + 1 land in 3ayn mreyse,reported_ownership,0,,,awarded,no_o_a,,0,2024-05-19,35.0,Awarded 35% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,employee,,14484.0,,,,,,,0,,missing,14400.0,parsed,0,Unemployed,,teacher,institut technique maghdoushe,,,,,,Yes,2023-08-13,0,nssf,nssf,0.0,parsed,1,1,2961.0,0.0,not_applicable,,0,1,0,,0,,sickness,"The only source of income for my aunt, who is unemployed, is my dad. My aunt suffers from two health issues: first, problems with the veins in her heart, and second, high blood pressure.",0,,,,,4,apartment; house; land,830.0,210000.0,0,,400.0,1,"Ford, ECOSPORT, 2018",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2025-01-04,40.0,Awarded 40% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,Saint Georges Bsalim School,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Other,Retired,Public Sector,,,,,,,,,,0,,missing,3953.0,parsed,0,Employed,Public Sector,Treasurer,,,3466.0,,,,,,0,,missing,36299.0,parsed,0,1,14170.0,3430.0,not_applicable,,0,1,0,,0,,none,,1,5000.0,283.0,4434.0,2.0,1,house,100.0,65000.0,0,,,2,"Peugot, 206, 2010; GMC, ENVOY, 2003",0,0 for all,none,0,,missing,0,,,awarded,no_o_a,,0,2025-11-02,25.0,Awarded 25% as per Committee Decision FA Fall 2026-27,0.0,25.0,Lost the 25%: Student did not confirm the Early Action,yes,early_without_confirmation,Certificate of Ownership نفي ملكية,1,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon Cote D'Ivoire,Single,With Relatives,Employed,Private Sector,Consultant,Porteo SA,84000.0,9000.0,,,,,,0,,missing,115000.0,parsed,0,Employed,Private Sector,Consultant,Mediapak,,2695.0,,,,,,0,,missing,37700.0,parsed,1,1,5250.0,0.0,not_applicable,,0,2,0,,0,,other,Insufficient income,0,,,,,1,beach resort chalet,95.0,120.0,0,,,2,"Audi, Q7, 2008; Nissan, Patrol, 2014",0,,missing,1,"applicant: 1 apartments/Mother: 1 land and 1 half owned apartment/father: 11 fully owned lands, 3 half owned lands, 1/4 land,insignificant shares in 4 lands, 4 fully owned apartmenrts,2 half owned apartments",reported_ownership,0,,,denied,,,0,2025-01-09,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Int'l.Jean Mermoz Col,Abidjan",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Unemployed,,,,,,,,,No,,0,,missing,0.0,parsed_with_nssf_note,0,Unemployed,,,,,,,,,No,,0,,missing,0.0,parsed_with_nssf_note,0,0,,,not_applicable,,1,1,0,,0,,sickness,"My mom takes medication for diabetes, while my dad takes medication for high blood pressure. He also recently underwent surgery to remove a kidney stone at Al Markazeh Hospital in Ketermaya.",0,,,,,1,land,600.0,30000.0,0,,,2,"Gmc, Envoy, 2002; Toyota, Corolla Aut, 1987",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2024-05-27,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Retired,"Armed Forces, 2018-10-01",,,,2475.0,,,,,,0,retired from armed forces,retired,5200.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf (ghayr mousajjal),nssf,0.0,parsed,0,1,2235.0,670.0,not_applicable,,0,0,0,,0,,bankruptcy,"Lamentably because of the economical crisis in Lebanon, my father lost all his savings and his retirement indemnity in his bank account leaving us with no proper savings and income to properly pursue education..",0,,,,,1,apartment,151.0,80000.0,1,,,1,"Nissan, Infinity, 2001",0,missing,other,1,OC: 1 apt in housh el oumaraa zahle,reported_ownership,0,,,usaid,no_o_a,,0,2024-11-21,0.0,Awarded 50% as per Committee Decision FA Fall 2025-26,0.0,30.0,Lost the 30%: Student did not confirm the Regular,yes,awarded_without_sending_letter,,0,"National American School, Zahle",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Ets. Abi Khalil, Lebanon",38319.0,-5528.0,,,0,"father owns 48%, tax booklet provided, negative",tax_booklet,18393.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,2,19500.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,8,business premises; house; land,5510.0,2920000.0,0,,0.0,2,"Chevrolet, Tahoe, 2007; Infinity, Q30, 2017",0,high and recent,high,0,,missing,0,,,denied,,,0,2024-11-14,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Jesus & Mary School, Rabweh",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon Brazil,Single,AUB Dorms,Unemployed,,سائق براد - نقل خارجي,Ibrahim Al Sheikh Institution,,,,,,Yes,2000-01-15,0,nssf,nssf,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,1,2000.0,132.0,not_applicable,,1,4,0,,1,1600.0,none,,0,,,,,3,apartment; house; land,2505.0,20000.0,0,7000.0,,0,,0,missing,other,1,OC mother: 1/4 land in marj west bekaa; OC father missing,reported_ownership,0,,,awarded,no_o_a,,0,2024-06-25,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Vehicle(s) Registration Form",3,"International College (IC), Beirut",1
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon Russia,Single,Parents Home,Employed,Private Sector,Parts & Service Sales Engineer - Remote,OVIVO Middle East,60000.0,,,,,,,0,,missing,60000.0,parsed,0,Unemployed,,Teacher,West Hill College,,,,,,Yes,2000-08-31,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,2,0,,0,,none,,0,,,,,1,house,130.0,80000.0,0,,,2,"Toyota, Corolla, 2008; Hyundai, Accent, 2015",0,0-low mother applicant; high for father,high,0,OC: 1 land in kfarmatta aley,reported_ownership,0,,,awarded,no_o_a,,0,2024-06-21,15.0,Awarded 15% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon Ukraine,Single,Parents Home,Employed,Private Sector,General Manager,Lucky Coorperation,21600.0,9600.0,,,,,,0,,missing,31200.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; land,2756.0,80000.0,0,,,1,"Honda, CRV EX, 2017",0,"high and recent for father, average and recent for applicant, low for mother",high,0,1 apt in Chouf + 2 lands in Chouf,reported_ownership,0,,,denied,,,0,2024-11-21,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Shouf National College, Chouf",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Engaged,Parents Home,Employed,Private Sector,Fleet Manager,Saba Group International,46080.0,11520.0,,,,,,0,,missing,57600.0,parsed,0,Employed,Private Sector,Customer Success,Lebanese United Co,,1920.0,,,,,,0,,missing,17280.0,parsed,0,1,4320.0,0.0,not_applicable,,0,2,0,,0,,sickness,"I am writing to inform you of specific circumstances affecting my family's financial situation. Both my brother and I have been diagnosed with Crohn's disease, a chronic inflammatory bowel disease. Our condition requires ongoing and costly biological treatments. My brother is currently receiving Stelara, while I am on Remicade. These medications are essential for managing our health, but they come with a significant financial burden due to their high cost. The expenses associated with our treatments place an additional strain on our family's finances, and any assistance provided through financial aid would be immensely helpful.",1,25600.0,1149.0,25600.0,1.0,1,land,1950.0,,0,,,1,"Kia, Picanto, 2017",0,missing,other,1,OC: 4 apts in Baabda,reported_ownership,0,,,denied,,,0,2024-06-13,0.0,Denied as per Committee Decision FA Fall 2024-25,,,,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Nursing Assistant,Clemenceau Medical Center,12456.0,1038.0,,,,,,0,,missing,14991.0,parsed,0,Employed,Private Sector,Cycle III Chemistry Coordinator and Cycle IV teacher,Le Lycee National,,,,,,,,0,,missing,1307.0,parsed,1,2,477.7,477.7,not_applicable,,0,0,0,,0,,none,,1,1891.0,105.0,1880.0,2.0,0,,,,0,,,1,"Honda, CRV LX, 2015",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2025-01-22,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Le Lycee National, Choueifat",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Band Leader,Marwan Khoury,35000.0,,,,,,,0,Band leader of singer marwan khoury,other,35000.0,parsed,0,Unemployed,,Teacher,Le Lycee Social,,,,,,Yes,2020-09-30,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,110.0,85000.0,0,,,1,"Range Rover, Supercharged, 2015",0,"extremely high for father (turkey, UAE, iraq, iran, egypt, kuweit); low for mother and applicant",high,0,missing,missing,0,,,,,,0,2024-11-29,0.0,,0.0,30.0,Lost the 30%: Student did not confirm the Regular,yes,incomplete,Certificate of Ownership نفي ملكية,1,"Amjad School, Choueifat",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"free lancer, Lebanon",26000.0,26000.0,,,0,,missing,26000.0,parsed,0,Employed,Private Sector,Teacher,International College,,,,,,,,0,,missing,7300.0,parsed,0,0,,,not_applicable,,0,1,0,,0,,none,,0,,,,,0,,,,0,,,0,,0,receipts-missing,receipt_only,1,zero for all,zero_ownership,0,,,awarded,no_o_a,,0,2025-01-20,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",0
Early Merit Freshman,Early Merit Freshman,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Executive Manager,Optimal Engineering Company for Engineering Consultancy (Richmond),152000.0,40000.0,,,,,,0,,missing,152000.0,parsed,0,Unemployed,,,,,,,,,No,,0,ikama,residency_document,0.0,parsed,0,1,7314.0,0.0,not_applicable,,0,0,0,,0,,none,,1,41234.0,592.0,31580.0,2.0,1,apartment,162.0,350000.0,0,,,1,"Kia, Sportage, 2016",0,,missing,1,,missing,0,,,denied,,,0,2025-10-27,0.0,Denied as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,King Khaled International School,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon Gabon,Single,Rented Apartment,Self-Employed,,,,,,"ECM, Gabon",140.0,50.0,,,0,,missing,,missing,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,2,8000.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,0,,,,0,,,0,,0,receipts-missing,receipt_only,1,FCSR,fcsr,0,,,,,,0,2025-06-05,0.0,"Applicant does not have FAID application, AID_NEED added only for AID_MERIT purposes",30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,incomplete,"Form B - Self-Employed Income Statement - Father
Vehicle(s) Registration Form",2,"lycee Francais Blaise Pascal,G",0
